Bryan Chavez,113572634,M,Staff,38404.72,33
Tyler Diaz,244117706,M,1.561,4
Kenneth Rogers,163657131,M,2.426,2
Cody Moore,254118907,M,1.857,3
Scott Young,975568716,M,0.359,1
Kevin Watson,153344556,M,Faculty,161423.86,Professor
Heather Walker,827278417,F,3.761,4
Gregory Smith,391624837,M,0.493,4
Mark Price,432951292,M,0.329,1
Mary Collins,839584634,F,3.145,1
Nicholas Morales,187753697,M,4,3
Ashley Morris,286297462,F,Staff,33032.04,79
Jamie Carter,699278541,M,0.177,2
Lindsey Phillips,355542381,F,1.978,2
Travis Morgan,789896064,M,2.955,2
James Kim,207251016,M,1.294,2
Amy Morales,270372052,F,0.189,2
Brian Johnson,371300047,M,2.603,1
Samuel Morales,505971499,M,4,1
Angela Reed,688814018,F,0.598,1
Lindsey Campbell,491931764,F,3.246,3
Bryan Roberts,436946370,M,0.245,4
Gregory Murphy,645096692,M,3.323,4
Kimberly Ward,122078872,F,Staff,45708.13,42
Kenneth Mendoza,528282068,M,3.284,4
Gregory Ruiz,424393237,M,2.094,3
Jesse Alvarez,768467619,F,3.993,2
Brittany Howard,048949607,F,2.443,2
Scott Johnson,106210657,M,2.331,4
Vanessa Sanchez,416380028,F,3.803,4
Sean Morgan,264389782,M,Staff,23812.77,47
Paul Cooper,718765907,M,3.848,2
Elizabeth Hughes,913459379,F,3.922,4
Vanessa Peterson,570224289,F,Staff,24957.2,56
Stephanie Wood,599153086,F,2.763,1
Thomas Martinez,518285392,M,0.172,4
Kevin Robinson,287096040,M,Staff,29890.04,74
Michael Walker,818038174,M,Faculty,305586.06,Associate Professor
Justin Davis,280972319,M,Faculty,184201.73,Assistant Professor
Adam Sanders,582001129,M,1.835,3
Alexander Allen,741049207,M,1.535,1
Samuel Cooper,623823807,M,Faculty,272705.59,Instructor
Samuel Collins,189236103,M,2.614,2
Samuel Torres,333097577,M,3.929,3
Shannon Sanders,966964915,F,Staff,38844.48,7
Paul Bennett,033151943,M,2.988,3
Christine Wood,850515479,F,1.201,3
Katherine Lopez,661555453,F,3.654,3
Danielle Rogers,158367468,F,1.069,1
Brandon Martin,117316461,M,Faculty,359420,Professor
Amber Gutierrez,547691237,F,1.648,2
Jamie Martinez,588981297,F,3.879,3
Jonathan Kim,410423368,M,1.661,4
Rachel Price,950390203,F,0.296,3
Scott Wood,328064093,M,1.548,4
Melissa White,798530124,F,3.754,4
Jamie Young,837507881,F,1.223,3
Stephanie Moore,061802062,F,3.199,2
Jamie Perez,464834672,M,Staff,26407.28,62
Michelle Garcia,560679147,F,2.04,2
Zachary Sanders,688786563,M,1.659,2
Amanda Nelson,154237057,F,0.523,4
Lindsay Lopez,534192942,F,Faculty,326348.12,Instructor
Sara Morgan,002364615,F,0.275,3
Benjamin Ortiz,591741159,M,2.971,4
Jacob Murphy,291088454,M,2.062,3
Elizabeth Garcia,917851035,F,1.894,3
Joshua Davis,894503977,M,Staff,27329.87,97
David Jones,511282940,M,1.793,1
Jessica Bennett,372333810,F,Faculty,248318.73,Professor
Aaron Howard,822824493,M,2.772,3
Stephen Ross,654321172,M,1.763,2
Nicholas Martinez,838881206,M,1.262,4
Rebecca Miller,982460427,F,Staff,29633.21,4
Andrea Anderson,596882465,F,4,3
Robert Clark,946215262,M,0.279,4
Lauren Scott,674313939,F,1.307,4
Katherine Ruiz,241956298,F,0.118,2
Lauren Green,648291947,F,Faculty,324445.94,Assistant Professor
Tyler Reed,080603441,M,Faculty,95225.83,Professor
Erica Brown,929263796,F,Staff,30032.59,47
Richard Lopez,262644692,M,4,4
Robert Castillo,015324366,M,4,1
Sarah Ramirez,242479325,F,Faculty,159492.62,Instructor
Mark Morris,531917289,M,2.998,3
Rebecca Ruiz,574426381,F,4,3
Travis Williams,244638836,M,4,4
Matthew Alvarez,404669234,M,1.913,2
Steven Foster,365265461,M,1.005,1
John Davis,913145328,M,0.967,3
Richard Hughes,144844326,M,2.118,1
Jacob Rogers,182403392,M,4,2
Sarah Castillo,047316500,F,2.633,4
Jennifer Thomas,808628162,F,3.961,1
Joseph Wood,712332844,M,0.682,2
Michelle Mitchell,138999457,F,1.808,2
Andrea Garcia,560751056,F,1.61,3
Robert Perez,319644116,M,4,4
Lauren Baker,066876684,F,Staff,39633.07,88
Laura Garcia,446855049,F,0.013,1
Katherine Reed,075719724,F,2.961,1
Jennifer Rivera,130862807,F,Staff,32098.54,64
Scott Wright,033095829,M,3.174,4
Zachary Morris,993641557,M,Faculty,393297.06,Assistant Professor
Christina Edwards,053786380,F,2.21,1
Kyle Anderson,884286599,M,3.893,4
Robert Wood,125574589,M,2.173,1
Lauren Rogers,694427675,F,Staff,21047.05,74
Emily Richardson,817049742,F,3.654,3
Michelle Chavez,443577066,F,4,4
Nicole Castillo,436129954,F,0.477,3
Zachary Kelly,630642750,M,3.949,4
Megan Murphy,933930633,F,0.835,1
Megan Williams,453732722,F,0.018,2
Danielle Garcia,398471007,F,0.056,3
Erica Ruiz,846354919,F,4,4
Samantha Davis,927272287,F,3.721,3
Jason Patel,767075853,M,0.584,1
Erica Gutierrez,415065526,F,4,1
Michelle Clark,627104196,F,Faculty,257290.3,Associate Professor
Jennifer Peterson,150705077,F,1.893,2
Jacob Morgan,933644175,M,0.571,1
Kelly Ross,842578681,F,0.987,4
Samuel Gonzalez,164119777,M,2.049,2
Crystal Davis,630434785,F,4,1
Nicole Howard,010458758,F,4,3
Jamie Clark,394037248,F,Faculty,367187.97,Assistant Professor
Bryan Richardson,299207326,M,3.437,3
Aaron James,384655264,M,4,4
Jason Lopez,264139380,M,3.479,3
Kristen Gomez,961912379,F,1.513,3
John Nguyen,618665132,M,1.685,1
Elizabeth Martin,910151552,F,3.275,3
Vanessa Thompson,971100609,F,3.513,1
Nathan Anderson,449490666,M,Staff,25712.5,12
Jose Scott,214259666,M,3.717,1
Samuel Perez,323588168,M,0.679,3
Michael Gonzalez,916038674,M,Staff,24057.24,36
Allison Adams,768512380,F,4,3
Lindsey Thompson,721094888,F,1.789,4
Christina Price,805015893,F,0.511,4
Jason Cruz,155325087,M,3.909,1
Sara Watson,140707022,F,4,1
Brittany Rodriguez,022895396,F,4,2
Christina Perez,596753831,F,2.387,2
Jonathan Rivera,990911195,M,3.358,4
David Sanders,168936292,M,3.3,1
Melissa Gray,904354012,F,Faculty,271715.66,Associate Professor
Rachel Hughes,583020627,F,0.656,4
Christina Perez,129729865,F,0.228,4
Timothy Baker,400963423,M,1.425,4
Michelle Turner,658112825,F,Staff,49072.31,98
Jason Phillips,468634549,M,Staff,19975.49,14
Jennifer Jackson,798298955,F,4,3
Matthew Mitchell,601640832,M,4,2
Vanessa Jackson,705831151,F,Staff,15742.71,90
Zachary Castillo,457699519,M,2.327,4
Joseph Walker,913700387,M,0.697,2
Ryan Lopez,555214869,M,3.078,4
Angela Cook,338489699,F,0.692,4
Erin Cook,313996222,F,Staff,36908.45,91
Sarah Thomas,753843472,F,2.554,2
Tiffany Taylor,541517195,F,3.75,1
Thomas Sanchez,039940459,M,4,4
Jacob Torres,007234768,M,2.393,1
Erica Cooper,481095745,F,0.173,1
Michelle Jones,085267861,F,2.065,4
Tiffany Thomas,207740463,F,2.295,3
Mary Parker,574109118,F,Staff,44312.45,1
Tiffany Perez,088624436,F,0.897,1
Tyler Foster,867811438,M,4,4
Michael Rodriguez,037632835,M,3.247,3
Alexander Thomas,228041884,M,1.626,4
Paul Morris,588714293,M,4,2
Jonathan Edwards,663019942,M,4,1
Brandon Collins,078750222,M,1.07,2
Kyle Carter,973223157,M,Staff,36887.05,56
Sean Wood,979140334,M,2.57,3
Bryan Foster,512272819,M,4,1
Jamie Rivera,191363745,M,3.263,4
Jesse Ramirez,768978725,F,1.115,2
Angela Rogers,433289029,F,0.563,1
Laura Stewart,370281033,F,0.855,4
Kimberly Brown,959794848,F,1.108,3
Aaron Chavez,195452654,M,4,2
Patrick Rivera,157265374,M,2.268,2
Laura Ward,270889522,F,3.24,3
Samantha Miller,736432889,F,4,1
Anthony King,035543960,M,Faculty,266576.78,Assistant Professor
Alicia Cruz,464632945,F,2.703,3
Jeffrey Sanders,598335082,M,3.559,2
Ashley Taylor,507742232,F,4,2
Lindsey Allen,587779153,F,0.861,3
Amy Sanchez,202727595,F,Staff,28432.38,34
Anthony Mitchell,016250778,M,1.083,3
Sean Watson,725985232,M,3.049,4
Eric Thompson,642430348,M,1.103,2
Stephanie Ross,565729759,F,4,3
Timothy Anderson,252403996,M,4,3
Jamie Walker,358896349,M,2.751,3
Elizabeth Cox,519467461,F,Staff,23202.23,98
Michael Cox,686158478,M,0.872,3
Benjamin Martinez,807455605,M,3.733,4
Jacob Peterson,715890416,M,0.31,2
Adam Harris,577558593,M,0.205,3
Christina Walker,607992361,F,3.822,2
Allison Parker,545737589,F,4,1
Steven Cook,937053580,M,4,3
Jessica Castillo,387513765,F,2.422,3
Michael Scott,075998723,M,0.379,4
Vanessa Campbell,021228109,F,4,2
Jamie Gutierrez,913601197,F,3.52,4
Michelle Lopez,437602449,F,3.921,3
Christine Cook,601304712,F,4,4
Emily Jackson,718044349,F,4,1
Timothy Miller,306608154,M,2.862,4
Lisa Miller,864047851,F,4,1
Christine Hughes,878432755,F,3.993,2
Jessica Scott,512554349,F,4,1
Kenneth Collins,327888362,M,Staff,36106.98,11
Elizabeth Phillips,107410028,F,0.852,1
Ryan Miller,721976499,M,4,2
Jessica Adams,708997932,F,4,4
Danielle Jackson,094447688,F,2.24,2
Jesse Adams,634724188,M,3.932,4
Katherine King,941761444,F,1.045,4
Travis Stewart,180833100,M,0.172,4
Zachary Wilson,659096762,M,0.915,2
Justin Sanchez,526508597,M,0.348,3
Eric Rodriguez,519709835,M,0.183,1
Michael Foster,415697021,M,3.171,2
Richard Price,953802725,M,2.64,3
Nathan Smith,895459882,M,2.597,2
Amy Green,877683112,F,2.268,2
Christine Wood,008142932,F,3.562,1
Zachary White,583847836,M,Faculty,469902.34,Instructor
Lauren Long,813530026,F,2.137,4
Kelly Watson,022029732,F,Faculty,306022.5,Associate Professor
Brian Williams,169003838,M,1.289,4
Michelle Stewart,785700954,F,1.762,2
Amanda Sanchez,683193264,F,4,1
Sean Moore,462763870,M,3.108,4
Elizabeth Morgan,088254418,F,3.407,1
Travis Sanchez,546914009,M,4,4
Rebecca Alvarez,587929893,F,Faculty,118613.61,Assistant Professor
Brandon Brown,237927947,M,Staff,43024.76,46
Erica Murphy,012989565,F,Staff,45410.74,66
Jason Roberts,414592469,M,Faculty,314305.5,Professor
Patrick Taylor,360154997,M,1.694,3
Gregory Peterson,992615407,M,2.783,2
Lauren White,075315948,F,Staff,14271.59,92
Crystal Parker,268395786,F,Staff,17623.51,87
Danielle Mendoza,748364541,F,2.827,3
Scott Foster,490079936,M,4,4
Steven Bennett,613042399,M,2.623,4
Jamie Ramirez,473000629,F,4,2
Lauren Hill,729217256,F,3.301,2
Kristen Murphy,861976934,F,0.14,2
Erica Cook,996681489,F,Faculty,278958.56,Professor
John Morales,205305836,M,4,2
Scott Wright,942580348,M,2.293,1
Jamie Flores,310064340,F,3.943,3
Nicholas Cox,821848898,M,4,1
Heather Campbell,133293123,F,4,1
Sean Castillo,277453592,M,3.658,4
Jessica Edwards,823361388,F,3.481,1
Michelle Ramirez,946085464,F,1.876,1
Daniel Ramos,317764681,M,2.037,4
Sara Scott,532540316,F,4,2
Nicole King,767524465,F,0.693,3
Gregory Perez,563148277,M,2.067,4
Jamie King,915845450,F,2.474,3
Paul King,211083023,M,Faculty,348067.88,Professor
Lindsey Howard,114784148,F,1.736,1
Ryan Brown,340781507,M,1.598,3
Jason Cruz,231989669,M,3.305,1
Melissa Martinez,651401720,F,4,3
Anthony Perez,729188704,M,0.477,4
Amber Lee,749470638,F,0.224,2
Melissa Taylor,691213901,F,1.685,2
Bradley Walker,917431413,M,3.936,3
Michelle Ruiz,713032981,F,3.108,1
Zachary Adams,455548310,M,Staff,46121.4,36
Danielle Cooper,247360270,F,2.281,3
Bryan Thomas,785013104,M,2.827,1
Sarah Walker,610517314,F,4,1
Amanda Foster,463342090,F,0.994,3
Heather Martin,929786136,F,2.554,1
Jeremy Kelly,071035413,M,3.426,2
Nicole Morgan,762858785,F,0.235,2
Adam Chavez,746456716,M,Faculty,437145.09,Instructor
Alexander Miller,785334416,M,3.518,2
Adam Lee,413154939,M,3.166,3
Emily Gutierrez,220843178,F,2.071,2
Eric Morris,123536146,M,1.53,4
Vanessa Hall,345977677,F,1.547,2
Megan Roberts,268049910,F,1.397,4
John James,287627721,M,Staff,26843.71,95
Lindsay Davis,495491521,F,3.923,1
Patrick Murphy,286871308,M,0.573,4
Christopher King,648381937,M,0.179,1
Katie Garcia,097367851,F,Faculty,327597.31,Assistant Professor
Justin Scott,289216944,M,0.009,2
Amber Jackson,447250351,F,0.9,4
Richard Moore,359583157,M,4,4
Megan Gray,560656549,F,Staff,14747.59,43
David Hill,951133426,M,Faculty,333346.88,Professor
Lindsey Green,072375211,F,Staff,39155.38,29
Stephen Allen,433889106,M,4,2
Paul Cooper,127287510,M,4,3
Michelle King,720445120,F,0.994,3
Amanda Taylor,121689200,F,2.208,2
Megan Smith,967635625,F,0.074,3
Jose Jones,827857991,M,Staff,22466.42,46
Bryan Hughes,233176193,M,2.75,1
Angela Patel,556827312,F,2.427,3
Samuel Roberts,006733351,M,Staff,41599.95,3
Brandon Bailey,443637335,M,1.589,2
Ryan Morris,053802571,M,4,4
Brandon Harris,469424223,M,2.323,2
Rebecca King,259713449,F,1.383,1
Ashley Sanders,384125205,F,Staff,32612.32,45
Jose Ruiz,069795114,M,Staff,31863.72,46
Thomas Torres,510729389,M,1.834,1
Zachary Morgan,562967190,M,4,4
Heather Johnson,401061886,F,4,3
Travis Price,931929542,M,2.408,3
Zachary Brown,270040858,M,3.618,1
Jesse Cox,558685669,F,2.916,3
Eric Brown,595617182,M,4,1
Kelly Cruz,342155220,F,2.317,1
Amanda Diaz,844945483,F,3.818,4
Christine Adams,540741678,F,1.629,1
Danielle Walker,435999238,F,Faculty,471037.94,Assistant Professor
Andrea Martin,262745076,F,3.144,4
Jeffrey Phillips,154601593,M,1.596,4
Laura Phillips,154166892,F,1.57,3
Jamie Stewart,378111865,M,4,1
Nicole Mendoza,416691474,F,Staff,24587.1,76
David Moore,790260302,M,0.319,3
Bradley Ramos,798302279,M,3.358,2
Ryan Cruz,511395302,M,0.578,1
Jesse Robinson,848116166,M,0.62,2
Kelly Williams,780780413,F,2.48,3
Elizabeth Howard,874408524,F,Staff,48863.5,22
Amanda Wilson,631745561,F,4,3
Stephen Thomas,661542591,M,2.824,2
David Moore,317441374,M,Faculty,141299.11,Professor
Lindsay Bennett,381674528,F,Staff,16863.8,82
Laura Patel,146635634,F,0.965,1
Daniel Parker,887913697,M,1.015,1
Brian Cox,034513441,M,3.867,1
Cody Moore,767698934,M,0.979,1
Dustin Morgan,723782883,M,4,1
Daniel Rodriguez,952658710,M,2.562,4
Steven Brown,773783386,M,3.492,3
Erin Bailey,149359671,F,1.565,1
Travis Ramirez,726696141,M,1.609,1
Emily Garcia,579922536,F,1.459,2
Zachary Lee,171051513,M,4,3
Emily Jackson,975784826,F,Staff,39480.93,84
Michael Roberts,990757030,M,3.754,3
Timothy Chavez,448245773,M,1.357,1
Bradley Harris,476096986,M,Staff,14475.62,18
Lindsay Smith,531694383,F,1.436,2
Jose Wood,312980335,M,1.893,2
Dustin Lopez,168630505,M,0.539,4
Stephen Ortiz,132493477,M,2.471,1
Danielle Lee,897940040,F,Faculty,445578.72,Professor
Brittany Wood,135481731,F,0.369,3
Elizabeth Alvarez,646432162,F,Faculty,64848.79,Instructor
Kristen Taylor,459102258,F,0.443,3
Crystal Stewart,369344994,F,1.467,3
Tyler Anderson,056785868,M,2.495,4
Ashley Campbell,021110482,F,4,1
Lindsay Perez,543079615,F,2.479,2
Nicholas Ward,012323544,M,2.985,3
Patrick Stewart,150619188,M,4,1
Jamie Sanders,083585983,M,Faculty,277201.59,Instructor
Erica Cook,831411252,F,1.295,3
Paul Clark,488719813,M,Faculty,481716.44,Associate Professor
Tyler Reed,727679988,M,3.958,3
Megan Gomez,272267833,F,3.09,2
Nicholas Robinson,671366672,M,3.356,2
Melissa Turner,913894510,F,2.697,2
Shannon Brown,756170912,F,4,1
Michael Howard,965100884,M,4,2
Andrew White,788305496,M,Faculty,453281.06,Associate Professor
Stephen Thompson,764166525,M,0.831,4
Melissa Stewart,229514516,F,4,3
Rachel Mitchell,772336351,F,4,4
Megan Gomez,085818720,F,0.609,3
Lindsay White,300224568,F,4,4
Andrew Scott,460803602,M,Staff,42654.16,6
Matthew Green,915639426,M,1.857,4
William Phillips,009255211,M,0.911,2
Bryan James,493508591,M,3.398,2
Paul Campbell,169637467,M,0.186,1
James Gray,982248187,M,2.587,4
Joseph Clark,386119929,M,3.877,3
Jamie Morgan,821175449,M,3.53,3
Mark Lewis,094138394,M,1.043,4
Patrick Morgan,973103333,M,1.947,3
Nicholas Thompson,391407655,M,4,1
Danielle Martin,154740052,F,2.773,2
Steven Alvarez,658922154,M,4,4
Nicole Richardson,328361944,F,0.518,4
Katie Diaz,169351649,F,0.372,3
Kristen Richardson,164400037,F,4,4
Kyle Myers,330626524,M,1.541,1
Ryan James,835762782,M,4,1
Robert Kelly,614879535,M,4,4
Amanda Thomas,481291995,F,3.425,3
Rebecca Thomas,598491159,F,2.92,1
Angela Hill,688661531,F,2.045,2
Christina Cox,175756703,F,1.5,2
Rebecca Miller,189312782,F,4,4
John Jones,271570139,M,Staff,35589.78,49
Ryan Foster,915009631,M,Staff,19821.92,90
Kevin Ramos,569182824,M,Staff,38160.26,67
Courtney Ruiz,395690334,F,Faculty,99404.51,Associate Professor
Nathan Bailey,839306119,M,4,1
Matthew Harris,205459386,M,Staff,13023.1,77
Jeremy Morgan,885151537,M,1.895,4
Emily Howard,864312443,F,3.894,3
Erin Kelly,535182310,F,Faculty,114981.81,Associate Professor
Jonathan Evans,074608438,M,2.08,3
Rachel Hill,701254889,F,4,3
Rebecca Foster,493954578,F,1.509,1
Adam Brooks,099665986,M,0.884,4
Patrick Torres,665513611,M,1.251,3
Mark Gutierrez,732771873,M,Staff,23338.07,3
Crystal Gomez,888487625,F,0.783,2
Sarah Sanders,603870790,F,4,1
Amber Edwards,118622623,F,3.471,3
Christina Alvarez,057308290,F,3.236,3
Timothy Roberts,651504767,M,1.146,1
Kimberly Allen,595866888,F,Staff,44994.09,94
Heather Young,206334086,F,4,1
Dustin Patel,629382840,M,4,1
Samantha Ortiz,617650499,F,Faculty,117989.36,Assistant Professor
Sean Reyes,724909275,M,1.499,3
Erica Howard,033922397,F,0.817,1
Kenneth Roberts,054811907,M,3.726,2
Erin Martinez,449174136,F,4,4
Tyler Baker,921955181,M,1.292,1
Danielle Harris,656871736,F,3.796,3
Danielle Moore,545385816,F,2.927,4
Timothy Torres,552591162,M,2.42,1
Mark Roberts,416470601,M,1.879,2
William Alvarez,305996633,M,2.843,4
Sarah Ortiz,781604743,F,3.158,2
Katie Alvarez,563964202,F,4,1
Jesse Nelson,461215309,M,1.523,4
Elizabeth Ramirez,555742331,F,Staff,49029.74,43
Kyle Bailey,510851194,M,2.213,3
Nicholas Phillips,581735063,M,0.359,1
Timothy Cruz,752694459,M,0.242,2
Alexander Moore,661331398,M,Faculty,149163.83,Professor
Ashley Evans,551623171,F,4,1
Samuel Williams,120529523,M,0.508,4
Eric Morgan,072032054,M,2.222,2
Joshua Harris,049797637,M,Staff,20480.86,35
Kelly Scott,762401676,F,0.556,1
Scott Diaz,034265913,M,Staff,16384.68,41
Richard Gonzalez,179444618,M,1.634,1
Nicholas Adams,291414398,M,4,2
Rachel Price,231904468,F,0.435,2
Brittany Moore,435568545,F,Faculty,492773.16,Instructor
Eric Anderson,415667801,M,3.018,3
Lindsay Taylor,905693414,F,4,1
Christine Martin,081787718,F,2.846,4
Kelly Adams,311439727,F,2.896,1
Elizabeth Torres,090074340,F,4,3
Michelle Adams,664241913,F,Faculty,139280.67,Professor
Kristen Watson,785316578,F,Staff,33643.48,42
Tiffany Evans,892474002,F,4,3
John Nguyen,828579891,M,1.638,1
Timothy King,310677275,M,3.815,1
William Nguyen,817476883,M,3.36,4
Robert Gomez,012885657,M,0.574,4
Bryan Wood,757802404,M,3.196,1
Christine King,761414971,F,Staff,31464.47,26
Alicia Parker,326467811,F,Staff,25187.5,98
Jose Wilson,174037153,M,3.093,2
Bradley Kim,016749713,M,Faculty,184189.12,Professor
Christine Watson,428318536,F,1.857,3
Christina Morales,132272208,F,4,3
Lauren Evans,729020993,F,0.37,1
Vanessa Carter,137163167,F,2.176,4
Daniel Diaz,631928143,M,1.346,2
Joshua Nguyen,667706204,M,4,4
Lauren Wilson,390174985,F,2.883,2
Jason James,815407180,M,4,1
Anthony Thomas,085688739,M,2.935,4
Brandon Allen,551734528,M,4,2
Heather Baker,605695298,F,4,1
Robert Morales,861443882,M,2.94,1
Christina Collins,414010307,F,Faculty,100905.23,Professor
Nicholas Peterson,170782112,M,3.207,4
Thomas White,445943875,M,Staff,48205.7,4
James Richardson,125261685,M,Faculty,250702.34,Instructor
Jesse Gray,481313427,F,3.88,1
James Lopez,731890557,M,3.772,4
Brittany White,780471906,F,4,1
Samantha Mendoza,186254846,F,Staff,27075.18,27
Justin Gray,385866363,M,Staff,40104.66,37
Nathan Rodriguez,193843655,M,3.032,3
Christina Long,183953535,F,3.8,4
Jessica Turner,429989820,F,3.263,3
Benjamin Kelly,775917871,M,Staff,27576.35,93
Mark Howard,640611346,M,1.724,2
Zachary Cox,747971003,M,4,3
Thomas Long,843654641,M,3.303,4
Dustin Harris,133856898,M,2.018,3
Sean Ross,689506667,M,Staff,29536.54,74
Brittany Rivera,308117930,F,3.687,1
Lauren Allen,577254116,F,2.445,1
Samantha Roberts,935710696,F,0.787,3
Stephanie Cook,212288248,F,3.301,4
Adam Clark,896024121,M,Staff,31413.75,78
Lauren Wood,713606102,F,1.678,3
Timothy Garcia,483016788,M,4,1
Bryan Lopez,075419419,M,2.258,2
Amy Ward,007915434,F,Faculty,371310.09,Associate Professor
Megan Foster,779654671,F,0.703,1
Sara Jimenez,925327877,F,4,3
Thomas Mitchell,344642931,M,2.563,4
Stephanie Brown,194747909,F,2.247,4
Danielle Brooks,722555083,F,1.989,2
Stephanie Harris,107387861,F,Staff,42336.37,11
Angela Roberts,062157775,F,1.284,1
Jennifer White,121958856,F,2.432,3
Courtney Perez,503144669,F,Staff,33291.41,27
Samantha Taylor,981855574,F,2.236,4
Heather Taylor,451005262,F,3.078,4
Christopher Harris,568720238,M,2.766,4
Richard Hall,108099453,M,1.999,1
Mary Myers,532131709,F,2.119,4
Timothy Gutierrez,694212107,M,4,1
Lauren Gonzalez,374277505,F,1.655,1
Katie Kelly,913026589,F,1.982,2
Brandon Gray,022278426,M,0.899,4
Bradley Morris,515257439,M,0.375,1
Christine Robinson,610339582,F,Faculty,210959.17,Assistant Professor
Bradley Reyes,612379896,M,Faculty,440201,Associate Professor
Amy Torres,535095843,F,3.492,1
Lauren Reyes,643832251,F,4,2
Allison Morgan,368911144,F,2.373,1
Mary Ruiz,212806537,F,Faculty,190930.22,Professor
Joshua Cox,842489141,M,Faculty,437245.94,Instructor
Christine Hughes,099339396,F,3.496,3
Katie Williams,763425151,F,3.485,3
Lindsay Lee,980511371,F,4,2
Christopher Johnson,291103592,M,0.936,1
Brittany Smith,044976371,F,3.629,2
Laura Johnson,785686704,F,Faculty,441089.88,Associate Professor
Zachary Thomas,258064759,M,Faculty,223525.31,Assistant Professor
Anthony Reed,955622977,M,0.931,3
Brittany Torres,667502927,F,4,2
Bryan Young,329614854,M,1.134,2
Angela Allen,974966122,F,3.85,2
Melissa James,276147084,F,Staff,37428.78,28
Lisa Lewis,642478362,F,1.555,4
Melissa Myers,749625084,F,Staff,39928.3,39
Sara Ruiz,385988303,F,3.017,4
Nicole Thompson,929603230,F,2.433,4
Amy Jimenez,927143259,F,1.557,1
Rachel Smith,984328362,F,3.927,1
Melissa Scott,661822676,F,2.161,1
Cody Nguyen,509510873,M,2.105,1
Travis Stewart,496310888,M,1.131,3
Kristen Scott,456780039,F,4,4
Christina Jones,913849242,F,Faculty,119463.83,Professor
Benjamin Morales,841029364,M,Faculty,338043.66,Assistant Professor
Nicole Baker,828321182,F,0.061,3
Nathan Howard,116699585,M,1.689,1
David Peterson,823493679,M,3.116,3
Richard Thomas,582885434,M,3.795,1
Lindsay Gutierrez,814743912,F,0.165,3
Vanessa Murphy,949038156,F,Staff,28331.4,84
David Torres,707045841,M,4,2
Kristen James,668139466,F,1.986,1
Travis Richardson,896277650,M,Staff,48024.75,11
Erica Lee,046598555,F,Staff,19920.71,73
Jennifer Patel,521886937,F,4,4
Samuel Gonzalez,322019784,M,3.193,3
Steven Lewis,052928249,M,2.031,2
Christopher Walker,924621122,M,Staff,49038.09,68
Ryan Morgan,686032526,M,Staff,49387.68,79
Crystal Gutierrez,817821670,F,0.851,2
Jeremy Nelson,330025356,M,3.745,2
Mark Bennett,828302162,M,0.599,2
Megan Jackson,788142113,F,Faculty,87159.66,Associate Professor
Jesse Murphy,803337504,M,2.929,3
Matthew Garcia,925703768,M,Staff,20020.31,52
Scott Garcia,045373943,M,2.892,3
Courtney Campbell,508999633,F,Staff,15997.45,47
Paul Moore,627754507,M,3.784,1
Anthony Young,542193358,M,4,4
David Brown,037041925,M,1.558,1
Samantha Collins,212825600,F,4,3
Alicia Foster,697190696,F,4,4
Shannon Anderson,449884406,F,2.371,1
Steven Rodriguez,854955687,M,4,1
Kimberly Reyes,625873100,F,2.841,2
Christina Turner,525766106,F,1.536,4
Thomas Collins,293282404,M,4,1
Jamie Price,515291016,M,1.718,2
Angela Rogers,854244822,F,0.233,2
Bryan Williams,018119012,M,2.136,3
Megan Edwards,466610423,F,4,2
Gregory Miller,038906427,M,0.689,3
Amy Cooper,228348700,F,0.166,4
Rebecca Diaz,988997097,F,2.54,1
Scott Thompson,036582615,M,0.189,3
Christopher Thomas,423383745,M,0.852,2
Lisa Smith,213152419,F,1.424,2
Travis Ramirez,760799617,M,4,1
Kevin Cook,641093536,M,4,2
Jesse Long,558113150,M,2.528,1
Jesse Ramirez,284846228,F,1.737,3
Stephanie Thompson,763403931,F,2.203,1
Anthony White,389253828,M,4,4
Stephanie Stewart,939465910,F,Faculty,218829.28,Instructor
Adam Gomez,915921824,M,4,2
Lisa Collins,531790225,F,Staff,25392.74,56
Bradley Brown,447687195,M,1.555,1
Dustin Peterson,249074955,M,4,1
Megan Cooper,635880757,F,Staff,18359.04,82
Andrew Jones,309422127,M,0.761,4
Dustin Taylor,079866599,M,3.43,3
Kimberly Richardson,271648974,F,1.432,2
Nicholas Green,690672793,M,2.907,4
Jesse King,997827393,F,Staff,33419.23,45
Dustin Carter,867511961,M,Staff,45211.32,53
Matthew Nelson,546976226,M,0.478,1
Jamie Edwards,565280295,M,2.893,2
Heather Howard,422975214,F,2.895,3
Aaron Johnson,637518625,M,1.761,3
Jason James,909010092,M,1.04,1
Nicole Cox,880042249,F,4,3
Benjamin Rodriguez,354276629,M,2.366,1
Katie Brown,478970832,F,3.247,3
Lauren Cooper,474930971,F,0.488,2
Andrea Sanchez,566704940,F,4,4
Kenneth Adams,204010306,M,4,3
Dustin Bailey,879774873,M,2.143,3
Katherine Young,962552174,F,Faculty,103287.88,Instructor
Steven Bennett,076631571,M,3.28,3
Richard Ortiz,329649399,M,1.315,1
Lindsey Taylor,910413721,F,4,1
Kevin Brooks,766436996,M,0.521,2
Jennifer King,425269980,F,2.453,4
Nathan Martin,248123315,M,0.213,1
Cody Gomez,485603404,M,3.712,4
Scott Bailey,753533763,M,4,1
Jesse Miller,403111692,M,3.111,2
