Sean Rodriguez,069555498,M,1.419,3
Sean Peterson,069572097,M,0.229,3
Stephen Hughes,069575482,M,0.963,1
Elizabeth Roberts,069576584,F,3.962,4
Allison Morales,069594672,F,2.587,3
Jamie Castillo,069617504,M,2.574,2
William Turner,069633226,M,2.754,1
Melissa Phillips,069640823,F,4.0,4
Rebecca Long,069643599,F,3.511,3
Kimberly Lee,069652146,F,2.576,3
Katherine Baker,069657997,F,4.0,1
Alicia Brooks,069670249,F,3.141,2
Sean James,069683544,M,3.168,3
Kyle Adams,069700262,M,3.989,3
Angela Howard,069736276,F,3.681,2
Lisa Allen,069747910,F,4.0,3
Emily Gonzalez,069760642,F,2.431,1
Mark Lewis,069765612,M,4.0,1
Mary Stewart,069769079,F,1.725,3
Justin Gonzalez,069794143,M,4.0,4
Lisa Miller,069808479,F,1.514,3
Christine Cruz,069810305,F,3.746,3
Dustin Flores,069847381,M,0.289,3
Erica Perez,069851369,F,3.377,2
Emily Sanders,069862469,F,1.413,4
Jessica Alvarez,069862803,F,0.675,4
Stephen Hill,069863212,M,0.181,2
Erin Bennett,069868925,F,2.006,1
Adam Brooks,069880931,M,1.005,4
Ryan Campbell,069888898,M,2.414,1
Nicole Turner,069890554,F,3.504,3
Lindsey Richardson,069890791,F,4.0,2
Brittany Myers,069899096,F,1.583,2
Jamie Cooper,069908922,M,3.853,3
Erica Gomez,069940699,F,3.565,3
Kimberly Martinez,069941316,F,0.152,2
Samuel Mendoza,069959937,M,0.604,2
Alexander Lee,069960092,M,0.465,2
Adam Howard,069965008,M,2.637,3
Lindsey Hernandez,069975142,F,4.0,1
Kimberly Lewis,069977207,F,0.561,1
Megan Gray,070001718,F,4.0,4
Amber Cruz,070009721,F,2.825,2
Lisa Reyes,070012510,F,1.704,2
Sarah Rodriguez,070031206,F,3.211,3
Heather Wright,070031864,F,3.099,3
Christina Reyes,070035459,F,1.825,3
Nicole Clark,070047604,F,3.92,3
Crystal Robinson,070073488,F,1.2,1
Tiffany Long,070078132,F,0.144,2
Bryan Thompson,070086707,M,2.142,4
Samantha Cruz,070094183,F,2.218,2
Charles Martin,070105403,M,3.396,1
Heather Howard,070121141,F,4.0,4
Kristen James,070146812,F,0.252,3
Shannon Lee,070171495,F,1.602,4
Elizabeth Torres,070177187,F,3.303,4
Samuel Watson,070204010,M,2.416,1
Courtney Morales,070220694,F,2.651,4
Elizabeth Cox,070230101,F,3.963,1
Paul Edwards,070233941,M,0.73,4
Nicole Thompson,070234657,F,2.331,2
Erica Diaz,070247125,F,3.638,4
Nicole Long,070251785,F,2.232,3
Dustin Torres,070267340,M,3.102,3
Laura Kelly,070274736,F,3.997,1
Rachel Edwards,070275794,F,3.057,1
Christina Parker,070277467,F,4.0,4
Courtney Parker,070288786,F,0.01,3
Zachary Sanders,070297520,M,4.0,2
Danielle Parker,070302091,F,1.735,1
Christine Hall,070318247,F,4.0,2
Nicholas Diaz,070320823,M,3.522,4
Jose Mitchell,070322567,M,4.0,3
Aaron Ward,070324191,M,4.0,2
David Robinson,070324522,M,3.687,3
Nathan Stewart,070340801,M,4.0,4
Kevin Wright,070341660,M,3.056,2
Joshua Reyes,070372227,M,2.05,1
Jesse Baker,070375524,F,1.774,4
Jeffrey Nguyen,070377322,M,4.0,1
Ryan Ward,070388633,M,3.12,1
Travis Wilson,070389648,M,4.0,4
Daniel Baker,070414369,M,4.0,4
Timothy Mendoza,070417290,M,1.502,1
Joseph Gray,070428621,M,1.297,3
Tiffany Alvarez,070430707,F,1.808,2
Shannon Nelson,070448205,F,1.854,2
Melissa Mitchell,070457093,F,4.0,1
Jeffrey Martinez,070461809,M,0.083,2
Katherine Lopez,070469707,F,1.626,1
Jennifer Wilson,070493507,F,1.894,3
Jason King,070499474,M,4.0,1
Danielle Campbell,070517876,F,2.366,2
Kimberly Hill,070519211,F,1.824,1
John Ruiz,070533868,M,1.248,4
Nicole Ramirez,070545866,F,3.228,2
Amy Stewart,070550924,F,1.287,1
Steven Diaz,070592106,M,1.684,2
Mary Diaz,070596667,F,0.976,4
Benjamin Gomez,070599660,M,3.0,2
Jeremy Sanders,070642360,M,1.101,1
Kristen Cook,070654799,F,0.307,2
Laura Brooks,070656623,F,3.404,1
Elizabeth Moore,070676407,F,0.689,4
Katie Ruiz,070699044,F,4.0,1
Lindsey King,070717881,F,1.865,4
Samantha Martin,070738271,F,0.068,2
Mary Rivera,070741616,F,2.651,1
Gregory Martin,070741897,M,3.344,3
Jessica Diaz,070759550,F,4.0,4
Courtney Gray,070762291,F,2.772,3
Dustin Murphy,070799082,M,2.2,1
Mark Turner,070837996,M,1.591,2
Lisa Long,070854102,F,4.0,3
Benjamin Scott,070872101,M,2.612,1
Kyle Kim,070873144,M,0.461,2
Rachel Patel,070878778,F,0.695,4
Tyler Collins,070892417,M,1.817,2
Tiffany Reyes,070915139,F,1.641,4
Heather Lopez,070975124,F,4.0,4
Tyler Walker,070981231,M,4.0,3
Mark Ramirez,071010186,M,0.52,3
Sean Cooper,071016152,M,0.302,2
Nicole Campbell,071022634,F,3.837,1
Jessica Thomas,071025422,F,0.593,4
Jeremy Kelly,071035413,M,3.426,2
Kenneth Rogers,071049207,M,0.843,1
Elizabeth Green,071053948,F,3.167,1
Alexander Hill,071059983,M,1.925,4
Scott Taylor,071087152,M,3.331,1
Jessica Jackson,071087781,F,3.201,4
Courtney Rodriguez,071091849,F,2.246,3
Adam Perez,071108980,M,1.433,4
Jesse Morgan,071111868,M,2.313,1
Joshua Morris,071127685,M,3.523,2
Sara Robinson,071136743,F,0.547,3
David Hernandez,071149170,M,0.238,1
Amber Miller,071165769,F,4.0,1
Laura Wilson,071184720,F,2.183,1
Matthew Stewart,071196985,M,3.214,3
Stephen Bennett,071197206,M,2.576,2
Thomas Kim,071203079,M,3.396,2
Rebecca Castillo,071204103,F,4.0,2
Christopher Rivera,071205751,M,3.715,1
Amber Cruz,071220867,F,0.026,4
Jesse Cox,071236168,F,3.013,2
Timothy Mitchell,071241704,M,2.683,3
Angela Phillips,071242054,F,3.299,3
Stephanie Turner,071286159,F,0.411,4
Aaron Ross,071292609,M,1.629,3
Daniel Reyes,071297744,M,3.68,2
Lauren Bennett,071332824,F,1.818,1
Lisa Lopez,071399766,F,2.669,4
Zachary Cruz,071399950,M,0.079,2
Thomas Thompson,071411383,M,1.938,2
Erin Lopez,071435478,F,1.57,2
Angela Brooks,071438288,F,3.839,1
Laura Carter,071457281,F,2.343,4
Jeffrey Ruiz,071563147,M,4.0,1
Travis Kim,071572071,M,2.996,2
Megan Hernandez,071619185,F,2.378,3
Bryan Price,071639685,M,2.781,3
Nicole Martin,071645661,F,3.45,1
Joshua Miller,071670641,M,1.729,2
Brittany Myers,071674929,F,3.737,1
Andrea Peterson,071714043,F,4.0,3
Nicole Ruiz,071718799,F,1.046,4
Alicia Sanders,071780156,F,2.61,1
Nicole Lewis,071780618,F,3.164,4
Mary Collins,071799080,F,0.642,3
Paul Foster,071806949,M,2.56,1
Jessica Sanchez,071812595,F,2.693,2
Lisa Mitchell,071813982,F,4.0,3
Kenneth Parker,071871292,M,2.331,2
Kelly Moore,071872004,F,1.188,2
Elizabeth Rivera,071880682,F,4.0,3
Ashley Allen,071886112,F,1.467,4
Zachary Jones,071895531,M,1.517,4
Sarah Ruiz,071900289,F,0.099,2
Anthony Foster,071910651,M,3.457,2
Robert Evans,071928588,M,4.0,1
Allison Torres,071932497,F,4.0,2
Stephen Anderson,071944563,M,1.19,2
David Robinson,071968392,M,0.332,4
Emily Nelson,071969166,F,3.972,4
Stephen Smith,071978430,M,1.882,4
Shannon Rodriguez,072029542,F,3.707,3
Eric Morgan,072032054,M,2.222,2
Shannon Gonzalez,072035577,F,1.661,4
Jamie Rivera,072036302,M,3.731,1
Jessica Ramos,072037160,F,4.0,4
Brittany Rivera,072037216,F,1.379,2
Samantha Ramos,072050861,F,2.714,3
Jason Cruz,072057164,M,1.056,3
Matthew Flores,072060857,M,4.0,3
Christine Thomas,072061931,F,2.364,3
Erica Harris,072071811,F,2.895,4
Heather Clark,072074061,F,4.0,3
Nicole Morales,072075961,F,1.409,4
Tyler Castillo,072081569,M,1.616,2
Mary Lewis,072085501,F,4.0,4
Katie Cook,072093586,F,2.688,4
Adam Edwards,072102885,M,1.354,4
Rachel Clark,072110264,F,3.853,1
Allison Gonzalez,072110978,F,1.294,1
Amber Myers,072128876,F,1.875,4
Jessica Price,072129249,F,4.0,3
Samuel Ward,072145029,M,0.918,1
Bryan Walker,072158866,M,3.937,4
William Gutierrez,072169122,M,0.707,3
James Price,072176676,M,0.21,3
Dustin Parker,072187227,M,1.847,3
Michelle King,072191461,F,4.0,2
Brittany Ramos,072194268,F,0.943,2
Samantha Lewis,072197259,F,0.293,3
Patrick Green,072221469,M,1.119,3
Richard Stewart,072226047,M,0.852,2
Bryan Miller,072234725,M,2.956,2
Lauren Howard,072251472,F,4.0,2
Emily Jones,072256859,F,4.0,1
Anthony Patel,072277984,M,4.0,1
Ashley Baker,072281088,F,4.0,1
Sara Richardson,072286345,F,1.931,4
Bradley Brooks,072294283,M,0.731,3
Jason Thomas,072294955,M,1.025,2
Jose Ortiz,072306171,M,2.208,4
Kyle Thomas,072313936,M,4.0,1
Michelle Phillips,072315986,F,2.18,2
Courtney Diaz,072324292,F,1.167,3
Sarah Williams,072324773,F,3.209,1
Jessica Nguyen,072338179,F,1.118,1
Courtney Myers,072367343,F,0.325,4
Samuel Kim,072376086,M,3.762,2
Elizabeth Jimenez,072378550,F,0.337,2
Elizabeth Wright,072453560,F,4.0,4
Jeremy Rivera,072474031,M,3.308,3
Elizabeth Ortiz,072484548,F,2.573,4
Brittany Garcia,072513042,F,1.649,4
Christopher Campbell,072513976,M,2.934,3
Erin Ross,072514849,F,3.336,3
Daniel Morgan,072517635,M,4.0,1
Kevin Stewart,072545021,M,4.0,2
Lisa Smith,072547913,F,3.016,3
Kenneth Wood,072557031,M,2.931,3
Kristen Castillo,072579542,F,4.0,2
Paul Cruz,072587588,M,4.0,4
Melissa Cox,072601880,F,1.554,1
Daniel Howard,072603428,M,2.763,4
Adam Harris,072614332,M,4.0,4
Amy Kelly,072621047,F,2.128,3
Amanda Ruiz,072621423,F,2.598,2
Courtney Ortiz,072627019,F,1.467,3
Lindsey Lopez,072642199,F,4.0,4
Jessica Robinson,072667184,F,1.579,4
Heather Johnson,072684413,F,2.817,1
Lauren Wright,072692130,F,0.148,4
Jennifer Cox,072702466,F,4.0,3
Shannon Miller,072734088,F,1.491,2
Mark Cooper,072753597,M,4.0,3
Patrick Jackson,072781501,M,1.155,4
Zachary Brooks,072789756,M,4.0,4
Alexander Edwards,072808689,M,3.493,1
Danielle Smith,072813637,F,1.841,4
Nicholas Richardson,072850070,M,2.702,4
Lisa White,072855139,F,1.054,2
Travis White,072866526,M,0.442,2
Aaron Chavez,072894847,M,1.24,4
Samantha Walker,072928291,F,4.0,3
Nicholas Thomas,072939787,M,2.58,1
Jamie Thompson,072949312,F,4.0,1
Richard Mendoza,073003442,M,2.841,3
Courtney Price,073051452,F,0.767,3
Jeremy Cruz,073056216,M,2.615,2
Jacob Smith,073060227,M,0.126,4
Steven Martin,073077840,M,4.0,2
Tyler Peterson,073090285,M,1.981,4
Jesse Flores,073108872,M,1.929,1
Mary Ross,073112533,F,3.26,4
Richard Morales,073133753,M,0.943,4
Kristen Hall,073178651,F,1.193,1
Elizabeth White,073195544,F,2.149,3
Joseph Green,073244587,M,4.0,2
Bradley King,073246126,M,4.0,4
Sean Hernandez,073250437,M,3.267,1
Mark Taylor,073255317,M,2.078,3
Sara Cruz,073273788,F,4.0,3
Joshua Cox,073276964,M,2.991,4
Laura Harris,073288344,F,0.182,2
Lindsay Ward,073301101,F,4.0,1
Kenneth Hughes,073309902,M,3.598,2
Amy Patel,073330169,F,3.564,4
Alexander Patel,073349491,M,1.672,3
Richard White,073354026,M,3.725,1
Erin Patel,073363241,F,2.033,2
Rebecca Morgan,073370030,F,0.434,2
James Ramos,073373158,M,1.513,1
Nicholas Lee,073376300,M,0.401,2
Kyle Hernandez,073384357,M,2.134,1
Jamie Reed,073391800,F,4.0,2
Daniel Wood,073406727,M,3.506,2
Alicia Ruiz,073409438,F,1.506,2
Crystal Torres,073415169,F,2.878,1
Kimberly Gutierrez,073420106,F,2.31,1
Benjamin Ramirez,073425787,M,1.727,3
Jamie Ramirez,073433150,M,1.881,3
Melissa Taylor,073437847,F,2.605,4
Kevin Myers,073439189,M,0.686,4
Jamie Cox,073455034,M,3.735,4
Samantha Patel,073457373,F,3.482,4
William Bennett,073465150,M,1.065,4
Erica Green,073483871,F,4.0,1
Elizabeth Patel,073490934,F,2.13,4
Angela Diaz,073494018,F,1.348,4
Timothy Wilson,073502666,M,1.98,4
Jeremy Foster,073505186,M,4.0,4
Emily King,073530680,F,2.174,2
Allison Clark,073531678,F,3.857,4
Alexander Robinson,073535038,M,2.577,3
Jacob Jimenez,073546659,M,1.266,1
Tiffany Ross,073558203,F,3.974,1
Sean Gomez,073560116,M,1.74,3
Jamie Myers,073592019,F,2.678,4
Rebecca Davis,073604527,F,2.38,3
Dustin Chavez,073608266,M,3.019,3
Tyler Alvarez,073630021,M,3.535,4
Anthony Perez,073642645,M,2.228,4
Zachary Gray,073647345,M,3.034,3
Kristen Castillo,073664859,F,1.437,4
David Gomez,073674524,M,1.434,3
Allison Nelson,073681223,F,0.175,1
Erica Sanchez,073730500,F,1.718,1
Joshua Thomas,073733229,M,0.351,2
Erin Turner,073742081,F,0.193,3
Andrea Anderson,073742686,F,0.495,2
Cody Stewart,073761959,M,4.0,2
Kyle Carter,073765283,M,3.061,1
Amanda Howard,073778757,F,2.293,4
Richard Johnson,073788941,M,2.697,1
Kimberly Martin,073804211,F,4.0,1
Amber Alvarez,073805788,F,3.774,2
Jesse Perez,073813631,F,3.569,3
Michael Rodriguez,073841735,M,0.566,1
Lindsey Rivera,073847104,F,0.485,4
Lauren Rivera,073858859,F,3.638,4
Lindsey Jones,073872599,F,0.89,2
Kristen Gonzalez,073880664,F,0.132,4
Jeffrey Gomez,073892605,M,4.0,1
Robert Wilson,073895008,M,3.713,1
Alexander Martinez,073902480,M,0.986,2
Danielle Evans,073910165,F,1.81,1
Amy Taylor,073922821,F,1.484,1
Jason Murphy,073944998,M,0.2,3
Sara Alvarez,073945690,F,1.796,4
Justin Rogers,073946014,M,0.721,1
Richard Walker,073951449,M,0.867,4
Patrick Nguyen,073958744,M,3.089,3
Mary Torres,073984333,F,2.333,1
Sarah Parker,073987868,F,2.847,3
Jacob Richardson,073992112,M,4.0,4
Ashley Martin,073993963,F,3.466,4
Timothy Cruz,073999813,M,2.418,4
Lindsay Morales,074012938,F,4.0,2
Megan Rogers,074029116,F,4.0,1
Samuel Thomas,074044898,M,0.084,1
Lisa Anderson,074058543,F,2.511,2
Allison Sanchez,074059148,F,3.692,1
Timothy Hughes,074108780,M,3.932,1
Melissa Ortiz,074110072,F,4.0,1
Samantha Gutierrez,074117959,F,2.583,1
Jonathan Morris,074134482,M,0.56,3
John Jones,074138994,M,1.87,1
Samantha Reed,074145323,F,4.0,3
James Roberts,074149204,M,2.12,4
Robert Morris,074160932,M,2.005,3
Heather Phillips,074170021,F,0.637,1
Adam Foster,074170222,M,4.0,2
Michelle Davis,074175930,F,1.915,4
Paul Kim,074177736,M,2.282,2
Jonathan Ward,074188115,M,0.191,3
Courtney Moore,074201730,F,1.59,1
Jesse Patel,074206357,F,0.138,2
Jessica Morris,074228219,F,2.034,2
Megan Brooks,074231320,F,0.703,3
Robert Rogers,074241687,M,4.0,3
Danielle Chavez,074275354,F,3.01,2
Jacob Brooks,074298031,M,4.0,3
Sara Thomas,074298233,F,3.532,4
Lisa Richardson,074319174,F,3.54,1
Jeremy Chavez,074322163,M,2.861,2
Jonathan Johnson,074327478,M,2.19,4
Samantha Collins,074335491,F,3.834,1
Erin Carter,074359069,F,2.639,3
William Gomez,074365209,M,2.717,4
Brittany Peterson,074403224,F,1.794,2
Benjamin Cox,074411900,M,2.392,3
Allison Brooks,074415713,F,1.004,2
Christopher Adams,074416957,M,2.969,3
Joseph Ward,074423012,M,3.743,4
Nicholas Hughes,074425527,M,3.936,4
Nicole Sanders,074436654,F,1.209,1
Jessica Foster,074453451,F,4.0,2
Christopher Lopez,074462976,M,3.19,2
Alexander Castillo,074470128,M,0.289,1
Zachary Wilson,074493299,M,4.0,3
Jeremy Nelson,074549647,M,4.0,1
Amy Hill,074583277,F,1.129,4
Katherine Ross,074583601,F,3.101,4
Dustin Rivera,074584066,M,2.861,3
Jacob Kim,074586706,M,1.22,1
Anthony Green,074591714,M,0.469,3
Alicia Jackson,074591760,F,4.0,3
Benjamin Lee,074592863,M,0.385,4
Andrew Allen,074607200,M,1.041,2
Jonathan Evans,074608438,M,2.08,3
Danielle Moore,074612608,F,4.0,4
Tiffany Ramos,074620051,F,3.578,4
Timothy Jimenez,074628774,M,3.386,3
Katherine Kelly,074630209,F,1.158,4
Aaron Sanders,074633636,M,3.597,4
Danielle Cooper,074653982,F,2.405,3
Crystal Allen,074658049,F,2.534,3
Jamie Garcia,074659243,M,1.281,3
Michael Campbell,074663573,M,1.001,3
Travis Rodriguez,074673091,M,3.508,3
Christina Thompson,074676274,F,0.707,1
Brandon Cox,074687821,M,0.902,4
Laura Sanders,074690403,F,1.223,3
Matthew Gutierrez,074712588,M,4.0,4
Heather Moore,074724619,F,0.997,2
Jonathan White,074739561,M,1.991,1
Christopher Reyes,074741571,M,4.0,1
Bryan Baker,074760001,M,1.077,4
Amy King,074765056,F,0.526,2
Zachary Morris,074768826,M,0.512,1
Bradley Thompson,074845477,M,0.039,3
Nicole Martin,074856399,F,4.0,1
Jamie Miller,074856882,F,3.817,3
Shannon Castillo,074859649,F,3.846,4
Dustin Lee,074863633,M,1.142,1
Andrea Gonzalez,074863795,F,3.782,4
Elizabeth Peterson,074870890,F,0.723,4
Nathan White,074874526,M,4.0,3
Danielle Reyes,074909873,F,0.437,3
Jesse Adams,074947899,M,0.472,2
William Lewis,074953216,M,3.757,2
Brittany Ward,074955942,F,4.0,3
Andrew Smith,074962297,M,3.491,1
Kelly Young,074968632,F,1.876,2
Heather Taylor,074973204,F,2.952,2
Lindsey Phillips,074974505,F,1.168,2
Christopher Rogers,074981979,M,0.236,1
Alicia Rivera,074986498,F,1.322,2
Amanda Kelly,074999417,F,0.757,1
William Williams,075001635,M,0.262,1
Christina Price,075004575,F,2.988,4
Amy Evans,075010897,F,0.973,4
Michelle Young,075019445,F,3.067,1
Matthew Smith,075023625,M,0.121,4
Brandon Hall,075037384,M,1.61,1
Mark Gonzalez,075064259,M,4.0,3
Kenneth Howard,075064654,M,4.0,2
Sean Clark,075079196,M,1.353,2
Lindsay Reed,075081698,F,2.168,2
Charles Rivera,075108842,M,4.0,2
Nicholas Gray,075111691,M,3.687,1
Joshua Nguyen,075119356,M,3.915,4
Alexander Miller,075125887,M,2.232,1
David Sanders,075127433,M,1.408,1
Jonathan Thompson,075130002,M,1.03,2
Joseph King,075130228,M,3.956,1
Christine Robinson,075161562,F,0.226,2
Thomas Collins,075163274,M,0.052,4
Brittany Lee,075167691,F,1.708,2
Katie Howard,075178355,F,1.979,3
Kelly Perez,075180103,F,1.643,4
Nicole Alvarez,075225349,F,3.94,3
Kevin Johnson,075242146,M,2.492,1
Steven Baker,075242316,M,0.973,1
Amber Robinson,075245118,F,1.188,2
Christopher King,075261450,M,3.855,3
Sarah Cox,075288800,F,3.116,1
Jason Johnson,075304479,M,2.355,1
Andrea Murphy,075309797,F,3.762,3
Michelle Thomas,075322285,F,1.432,3
Vanessa Green,075322347,F,0.834,2
Gregory Cook,075338308,M,1.108,4
Brandon Thompson,075343201,M,4.0,3
Amber Parker,075345721,F,2.037,4
Katherine Williams,075346172,F,4.0,1
Nicole Gonzalez,075370811,F,4.0,3
Alicia Wilson,075372383,F,3.323,1
Bradley Davis,075373030,M,1.384,2
Jessica Ortiz,075379576,F,4.0,3
Andrea Nelson,075383779,F,1.098,1
William Ramirez,075405082,M,3.692,2
Samuel Diaz,075405213,M,3.476,4
Danielle Morris,075405512,F,4.0,2
Rebecca Thomas,075409508,F,1.33,2
Timothy Ramos,075413651,M,4.0,4
Bryan Lopez,075419419,M,2.258,2
Charles Rogers,075455907,M,1.676,3
Amber Wood,075464392,F,4.0,3
Jonathan Flores,075474348,M,0.473,2
Jeffrey Lopez,075515635,M,0.41,1
Eric Clark,075527731,M,3.554,3
Jamie Scott,075548157,M,1.228,3
Angela Gutierrez,075576190,F,2.848,1
Lauren Phillips,075611306,F,3.865,3
Nicole Roberts,075656977,F,3.256,4
Jose Lewis,075701742,M,0.338,4
Charles Jones,075702662,M,2.487,1
Bryan Ortiz,075705786,M,2.611,1
Jessica Torres,075717652,F,2.596,4
Katherine Reed,075719724,F,2.961,1
Kenneth Campbell,075728603,M,1.178,1
Crystal Baker,075740136,F,2.931,2
Lindsey Morales,075744343,F,3.469,1
Richard Davis,075754639,M,2.857,3
Justin Cook,075761514,M,1.291,4
Jose Taylor,075771681,M,3.319,4
Zachary Smith,075772200,M,0.989,1
Andrew Murphy,075774809,M,4.0,1
Samantha Hernandez,075786122,F,4.0,2
Zachary Bennett,075796791,M,1.927,2
Katie Chavez,075805382,F,4.0,3
Michael Howard,075808661,M,1.572,2
Jesse Smith,075835811,F,3.202,3
Thomas Sanders,075852407,M,2.695,2
Katie Kim,075852525,F,4.0,4
Amanda Richardson,075859541,F,4.0,4
Kimberly Morgan,075868453,F,1.45,1
Angela Cruz,075902960,F,0.103,4
Daniel Mendoza,075908679,M,4.0,1
Jason Thomas,075919943,M,2.405,1
Sean Sanchez,075927920,M,3.539,4
Paul Ruiz,075929159,M,4.0,3
Nicole Taylor,075931378,F,2.43,4
Danielle Gonzalez,075940237,F,0.094,4
Timothy White,075941477,M,0.657,3
Timothy Morgan,075955276,M,2.2,3
Kyle Flores,075991356,M,0.546,3
Lindsey Hill,075994152,F,1.638,3
Michael Scott,075998723,M,0.379,4
Erin Rodriguez,076006968,F,1.063,4
Sarah Campbell,076038745,F,3.233,3
Elizabeth Harris,076042297,F,2.513,2
Sean King,076054655,M,2.22,3
Andrew Wood,076095607,M,4.0,1
Sarah Chavez,076099991,F,0.299,2
Angela Parker,076104484,F,3.515,1
Lindsay Martin,076105812,F,2.933,1
Kristen Johnson,076106919,F,3.853,3
Nicholas Harris,076107759,M,4.0,1
Heather Robinson,076131815,F,3.709,2
Robert Ross,076143850,M,2.593,4
David Price,076147469,M,0.77,3
Jose Johnson,076148049,M,3.47,2
Brandon Ward,076148932,M,4.0,2
Megan Gutierrez,076161723,F,4.0,3
Amanda Price,076167054,F,3.818,1
Aaron White,076215332,M,2.291,2
Patrick Kelly,076239372,M,4.0,4
Kevin Watson,076246592,M,4.0,2
Melissa Rogers,076246976,F,0.744,4
Lisa Wood,076247824,F,4.0,3
Jamie Roberts,076264898,F,3.481,3
Tyler Sanchez,076281374,M,1.268,2
Bryan Cooper,076289491,M,3.246,3
Katherine Nguyen,076292626,F,2.429,4
Thomas Hill,076303151,M,0.126,4
Amanda Alvarez,076325803,F,3.728,2
Patrick Edwards,076354694,M,3.213,3
Charles Myers,076374714,M,1.406,3
Emily Gutierrez,076377287,F,0.781,4
Joseph Phillips,076387364,M,0.201,4
Amy Turner,076397202,F,4.0,2
Amanda Watson,076404985,F,3.116,4
Brittany Cruz,076420889,F,4.0,4
Courtney Ramirez,076424576,F,3.758,1
Jason Miller,076462645,M,2.864,2
Gregory Morris,076490391,M,3.33,3
Amber Bennett,076503737,F,3.185,1
Crystal Brown,076505455,F,2.017,4
Jesse Sanders,076522969,F,2.856,3
Cody Garcia,076604321,M,4.0,2
Steven Bennett,076631571,M,3.28,3
Steven Moore,076659585,M,2.377,4
Amanda Taylor,076672744,F,1.506,2
Ashley Hughes,076681449,F,2.983,1
Bradley Alvarez,076690912,M,2.795,1
Lauren Long,076692254,F,4.0,1
Christopher Reed,076699635,M,3.307,1
Emily Ross,076709525,F,2.701,3
Bradley Jimenez,076718796,M,1.52,3
Sarah Watson,076729179,F,2.709,4
Andrew Hughes,076742850,M,1.8,3
Courtney Gomez,076744013,F,3.188,2
Andrea Morris,076750077,F,3.308,1
Travis Rogers,076751354,M,0.927,4
Paul Wilson,076752093,M,0.383,3
Amy Edwards,076754748,F,0.817,4
Michael Flores,076762846,M,4.0,3
Travis Jackson,076767368,M,1.795,1
Shannon Parker,076781612,F,1.659,3
Jesse Myers,076807393,F,0.898,1
Lauren Long,076821138,F,0.989,4
Crystal Wood,076821161,F,4.0,1
Charles Turner,076822302,M,3.437,1
Kevin Perez,076840966,M,0.305,4
Jennifer Adams,076851763,F,3.367,2
Rebecca Chavez,076856068,F,1.758,2
Brandon Jackson,076858346,M,2.632,2
Eric Cox,076859290,M,1.763,1
Eric Johnson,076866645,M,2.776,3
Lindsay Jones,076867727,F,3.381,2
Mary Davis,076880832,F,1.654,4
Anthony Ross,076896199,M,3.939,4
Dustin Ortiz,076899727,M,4.0,2
Brian Morgan,076918911,M,3.499,3
Elizabeth Chavez,076931253,F,2.401,3
Justin Sanchez,076935464,M,0.055,3
Matthew Moore,076950428,M,4.0,3
Mary Evans,076957003,F,3.408,2
Crystal Morgan,076962540,F,0.485,4
Kenneth White,076975107,M,0.491,3
Amy Richardson,076996064,F,1.208,3
Dustin Ramos,077005301,M,1.218,4
Michelle Collins,077005306,F,2.229,1
Jesse Turner,077026242,F,0.96,2
Timothy Reed,077045502,M,3.601,4
Stephen Rogers,077077647,M,1.972,3
Stephanie Miller,077086319,F,4.0,1
Laura Richardson,077090978,F,3.854,4
Kyle Thomas,077094120,M,1.635,1
Steven Hughes,077167298,M,1.215,4
Sean Morris,077168390,M,1.96,1
Angela Gomez,077180742,F,1.496,4
Crystal Collins,077183378,F,4.0,4
Katie Smith,077187053,F,3.508,1
Timothy Hernandez,077187587,M,1.51,4
Joshua Davis,077191283,M,1.789,3
Brandon Walker,077196995,M,3.925,2
Ashley Davis,077201176,F,4.0,4
Christina Thomas,077201377,F,2.884,1
Patrick Nguyen,077204071,M,4.0,2
Ryan Wright,077204442,M,3.521,2
Ashley Flores,077204575,F,3.115,1
Tiffany Price,077216035,F,0.732,4
Megan Mitchell,077235535,F,0.009,1
Jose Cox,077248290,M,1.897,1
Brittany Lewis,077259412,F,3.793,4
Brittany Kelly,077287668,F,1.627,4
Travis Ross,077290227,M,3.67,4
Katherine Rivera,077302785,F,0.201,2
Ashley Martinez,077307077,F,4.0,2
Stephanie King,077319657,F,4.0,1
Zachary Cooper,077326637,M,0.497,4
Stephen Baker,077358054,M,1.828,3
Tyler Howard,077362686,M,1.972,2
Paul Bailey,077384024,M,3.086,2
Samantha White,077390849,F,1.042,3
Danielle Hernandez,077421693,F,3.688,2
Jesse Phillips,077424283,M,3.016,3
Nicole White,077433634,F,0.656,3
Joshua Foster,077436562,M,1.288,3
Mark Myers,077463599,M,2.677,1
Heather Thomas,077474830,F,1.124,3
Sarah Morgan,077485159,F,3.843,3
Brandon Ramirez,077491885,M,1.63,3
Justin Ortiz,077496330,M,1.313,3
Jason Robinson,077504734,M,2.642,2
Brian Wright,077508642,M,1.035,4
Jamie Morgan,077514554,F,2.789,2
Alexander Brooks,077520321,M,2.294,1
Adam Lee,077532119,M,3.623,2
Kenneth Price,077534564,M,0.81,1
Lisa Gonzalez,077549146,F,2.94,3
Ryan Nelson,077573373,M,1.185,2
Kristen Myers,077637146,F,3.936,1
Alicia Green,077647371,F,1.392,4
Nicole Jones,077669258,F,3.606,1
John Brooks,077678913,M,4.0,1
Jennifer Peterson,077691214,F,1.035,2
Adam Peterson,077695502,M,0.633,4
Sarah Jackson,077708610,F,4.0,4
