Eric Robinson,876211267,M,Faculty,157595.38,Assistant Professor
Lisa Lee,286733383,F,Faculty,157668.50,Instructor
Rachel Garcia,428255205,F,Faculty,157756.66,Instructor
Alexander Morris,523383659,M,Faculty,157953.20,Assistant Professor
Charles Allen,012998977,M,Faculty,157999.11,Associate Professor
Jacob Campbell,989835028,M,Faculty,158012.31,Assistant Professor
Adam Kim,243681476,M,Faculty,158177.77,Instructor
Jesse Ruiz,326692786,F,Faculty,158376.27,Professor
Amber Garcia,629080838,F,Faculty,158453.95,Instructor
Thomas Gomez,492398484,M,Faculty,158463.50,Assistant Professor
Lindsay Flores,237404163,F,Faculty,158517.36,Associate Professor
Amanda Edwards,359133724,F,Faculty,158539.00,Instructor
Kevin Rogers,433861095,M,Faculty,158596.75,Assistant Professor
Alicia Stewart,957437743,F,Faculty,158597.78,Professor
Cody Kim,664758658,M,Faculty,158700.30,Associate Professor
Dustin Smith,124555208,M,Faculty,158738.84,Instructor
Brian Torres,817376609,M,Faculty,158784.36,Instructor
Danielle Myers,469712739,F,Faculty,158791.86,Assistant Professor
Dustin Ramirez,609190774,M,Faculty,158836.45,Assistant Professor
Jesse Brooks,562598179,F,Faculty,158847.70,Instructor
Jason Anderson,353113711,M,Faculty,158853.00,Instructor
Tiffany Gonzalez,352666042,F,Faculty,158916.53,Instructor
Jesse Ramirez,186772631,F,Faculty,158930.17,Instructor
Jennifer Peterson,726602109,F,Faculty,159004.92,Professor
Nicole Myers,024566783,F,Faculty,159017.70,Assistant Professor
Jonathan Bennett,411803457,M,Faculty,159068.25,Assistant Professor
Sean Lee,748810948,M,Faculty,159076.05,Instructor
Dustin Ramos,471486905,M,Faculty,159121.31,Assistant Professor
Jeremy King,981627488,M,Faculty,159197.95,Assistant Professor
Jose Cooper,599759996,M,Faculty,159253.48,Assistant Professor
Mark Clark,671037462,M,Faculty,159367.11,Instructor
Allison Scott,869694027,F,Faculty,159378.84,Professor
Lauren Flores,015360774,F,Faculty,159394.53,Professor
Tiffany White,621947179,F,Faculty,159474.28,Professor
Mary Kim,492818936,F,Faculty,159475.67,Associate Professor
Sarah Ramirez,242479325,F,Faculty,159492.62,Instructor
Jonathan Morales,118598184,M,Faculty,159516.41,Professor
Elizabeth Walker,811189269,F,Faculty,159583.86,Associate Professor
Christine Flores,243352341,F,Faculty,159656.58,Professor
Rebecca Mendoza,991951867,F,Faculty,159696.53,Associate Professor
Angela Collins,599202806,F,Faculty,159711.84,Professor
Cody Baker,237677641,M,Faculty,159739.42,Associate Professor
Kelly Rivera,920716582,F,Faculty,159888.36,Associate Professor
Joseph Sanders,152769460,M,Faculty,159999.42,Instructor
Sarah Wright,715006333,F,Faculty,160011.75,Assistant Professor
Amy Wood,847337847,F,Faculty,160172.95,Instructor
Nicholas Jackson,181948374,M,Faculty,160215.27,Associate Professor
Tyler Jackson,108845368,M,Faculty,160242.61,Professor
Steven Campbell,534261406,M,Faculty,160256.34,Instructor
Matthew Sanchez,482589509,M,Faculty,160279.34,Professor
Nicole Ramos,195301926,F,Faculty,160311.84,Instructor
Samuel Cox,480569263,M,Faculty,160451.02,Professor
Angela Hill,969650264,F,Faculty,160486.91,Professor
Vanessa Davis,880310587,F,Faculty,160543.48,Associate Professor
Katherine Anderson,821945916,F,Faculty,160561.33,Associate Professor
Kelly Roberts,062471558,F,Faculty,160591.73,Assistant Professor
Timothy Brown,416181656,M,Faculty,160645.12,Professor
Kristen Clark,135121551,F,Faculty,160668.80,Associate Professor
Andrea Roberts,220113409,F,Faculty,160786.66,Assistant Professor
Tyler Anderson,451351006,M,Faculty,160810.73,Associate Professor
Alexander Howard,846859212,M,Faculty,160817.00,Assistant Professor
Jessica Parker,493181057,F,Faculty,160890.28,Professor
Alicia Chavez,031762161,F,Faculty,160994.72,Associate Professor
Jesse Watson,960617577,M,Faculty,160995.95,Professor
Jonathan Ross,055431711,M,Faculty,161024.47,Instructor
James Castillo,782126640,M,Faculty,161047.56,Associate Professor
Bradley Bennett,151485324,M,Faculty,161180.62,Associate Professor
Kimberly Lee,776654487,F,Faculty,161256.05,Associate Professor
Kenneth Clark,898774468,M,Faculty,161269.64,Instructor
Jamie Cox,276193475,F,Faculty,161299.12,Assistant Professor
Rachel Lopez,410902853,F,Faculty,161311.47,Associate Professor
Lindsay Robinson,579636147,F,Faculty,161338.77,Professor
Aaron Jimenez,313936464,M,Faculty,161383.66,Instructor
Kevin Watson,153344556,M,Faculty,161423.86,Professor
Nicholas Phillips,768325214,M,Faculty,161437.50,Assistant Professor
Travis Martin,197325021,M,Faculty,161475.03,Professor
Nicholas Flores,171222040,M,Faculty,161512.09,Associate Professor
Laura Peterson,032406793,F,Faculty,161548.02,Professor
Jessica Jones,624647604,F,Faculty,161645.55,Professor
Tiffany Hughes,985504623,F,Faculty,161646.95,Instructor
Alexander Phillips,851449934,M,Faculty,161650.02,Professor
Michael Diaz,484176984,M,Faculty,161682.53,Associate Professor
Scott Bailey,874348040,M,Faculty,161691.77,Associate Professor
Kelly Chavez,889600348,F,Faculty,161708.67,Professor
Justin Ramos,986825342,M,Faculty,161746.50,Associate Professor
Michelle Ramirez,967240569,F,Faculty,161805.34,Professor
Stephanie Richardson,261576277,F,Faculty,161858.67,Associate Professor
Paul Bennett,971739313,M,Faculty,161950.09,Instructor
Elizabeth Taylor,946855161,F,Faculty,161958.20,Instructor
Jonathan Allen,770460105,M,Faculty,162144.64,Professor
Kelly Phillips,482137684,F,Faculty,162325.88,Professor
Lisa Lee,335558751,F,Faculty,162336.25,Professor
Andrea Harris,071252795,F,Faculty,162351.86,Instructor
Allison Rogers,317144514,F,Faculty,162425.36,Instructor
Rachel Kelly,679614511,F,Faculty,162463.20,Professor
Erin Taylor,397358082,F,Faculty,162470.58,Instructor
Courtney Flores,349502054,F,Faculty,162649.89,Instructor
Christopher Davis,906104655,M,Faculty,162683.64,Professor
Alexander Lopez,032316190,M,Faculty,162762.27,Associate Professor
Steven Ortiz,347056993,M,Faculty,162765.80,Instructor
Adam Campbell,979807555,M,Faculty,162774.47,Associate Professor
Jose Young,954524055,M,Faculty,162815.20,Assistant Professor
Matthew Mitchell,865611933,M,Faculty,162865.69,Associate Professor
Andrea Campbell,131180156,F,Faculty,162945.78,Professor
Heather Torres,618504041,F,Faculty,162965.64,Instructor
Elizabeth Diaz,810144844,F,Faculty,162966.70,Professor
Jesse Robinson,532317131,M,Faculty,163014.89,Assistant Professor
Sean Taylor,578181101,M,Faculty,163046.45,Professor
Melissa Ramos,482735577,F,Faculty,163063.33,Assistant Professor
Andrea Morales,656906238,F,Faculty,163092.58,Instructor
Patrick Nelson,211854483,M,Faculty,163160.86,Instructor
Brandon Cruz,301227437,M,Faculty,163215.02,Associate Professor
Katherine Howard,137409321,F,Faculty,163303.00,Professor
Kelly Torres,317481142,F,Faculty,163325.61,Associate Professor
Ashley Perez,789828356,F,Faculty,163360.77,Instructor
Scott Clark,779512912,M,Faculty,163410.78,Professor
Ashley Jimenez,343856067,F,Faculty,163432.70,Instructor
Jonathan Campbell,818339342,M,Faculty,163559.62,Assistant Professor
Brian Jones,987996604,M,Faculty,163606.42,Instructor
Samuel Gomez,523724781,M,Faculty,163621.22,Professor
Lisa Hughes,024625911,F,Faculty,163625.50,Associate Professor
Steven Rivera,546058662,M,Faculty,163944.91,Professor
Samuel Garcia,997161888,M,Faculty,163954.61,Professor
Kimberly Murphy,908510459,F,Faculty,163956.61,Associate Professor
Charles Howard,686796577,M,Faculty,163969.08,Professor
Kyle Davis,352799791,M,Faculty,163991.73,Instructor
Danielle Chavez,405712971,F,Faculty,164023.73,Instructor
Bradley Jimenez,656633838,M,Faculty,164042.84,Instructor
Charles Patel,288714523,M,Faculty,164046.50,Assistant Professor
Travis Moore,910837742,M,Faculty,164059.31,Professor
Robert Morris,851584713,M,Faculty,164096.80,Professor
Joseph Wilson,530515744,M,Faculty,164213.55,Assistant Professor
Brian Diaz,721041714,M,Faculty,164261.52,Instructor
Tiffany Mitchell,879064074,F,Faculty,164338.14,Assistant Professor
Patrick Long,823911295,M,Faculty,164340.92,Associate Professor
David Flores,469820787,M,Faculty,164359.39,Associate Professor
William Cook,207255569,M,Faculty,164393.77,Associate Professor
Eric Morris,526692351,M,Faculty,164485.03,Assistant Professor
Dustin Ruiz,981071885,M,Faculty,164496.30,Associate Professor
Stephen Patel,375476624,M,Faculty,164515.77,Professor
Lisa Miller,455746806,F,Faculty,164578.55,Instructor
Crystal Watson,379586076,F,Faculty,164973.66,Instructor
Angela Edwards,356779955,F,Faculty,164984.77,Assistant Professor
Travis Roberts,877771374,M,Faculty,165030.86,Professor
Amber Cox,757180190,F,Faculty,165036.69,Assistant Professor
Jacob Hughes,276383021,M,Faculty,165131.20,Associate Professor
Stephen Rogers,623855081,M,Faculty,165173.17,Instructor
Jamie Howard,968599677,M,Faculty,165215.91,Professor
Andrea Phillips,135351180,F,Faculty,165283.64,Professor
Nicole Hernandez,306472856,F,Faculty,165306.03,Associate Professor
Ashley Cook,420130372,F,Faculty,165327.19,Professor
Stephen Davis,379817197,M,Faculty,165385.34,Assistant Professor
Emily Kelly,263646989,F,Faculty,165490.86,Instructor
Jessica Hughes,281371673,F,Faculty,165551.75,Instructor
Scott Roberts,870520420,M,Faculty,165595.06,Assistant Professor
Adam Davis,701066385,M,Faculty,165679.56,Instructor
Andrew Turner,142080024,M,Faculty,165684.48,Associate Professor
Adam Hughes,200394122,M,Faculty,165698.84,Associate Professor
Daniel Johnson,651028567,M,Faculty,165780.30,Assistant Professor
Angela Rivera,183455940,F,Faculty,165789.00,Assistant Professor
Anthony Roberts,057601891,M,Faculty,165796.77,Assistant Professor
Allison Allen,596649839,F,Faculty,165814.66,Associate Professor
Matthew Kim,605528447,M,Faculty,165842.66,Associate Professor
Jesse Hughes,225037663,F,Faculty,165878.31,Associate Professor
Lindsay Ramos,400555464,F,Faculty,165894.44,Associate Professor
Jonathan Ramos,281185680,M,Faculty,165951.06,Professor
Nathan Myers,444923695,M,Faculty,166023.41,Associate Professor
Kyle Jimenez,499405604,M,Faculty,166045.95,Professor
Jeremy Nelson,424087140,M,Faculty,166053.73,Assistant Professor
Samuel Cooper,798674449,M,Faculty,166082.66,Associate Professor
Jamie Reyes,078706137,M,Faculty,166083.14,Instructor
Brittany Reyes,941078747,F,Faculty,166093.02,Professor
Michelle Watson,328387634,F,Faculty,166117.44,Instructor
Daniel Morales,577955227,M,Faculty,166177.17,Associate Professor
Laura Miller,242746009,F,Faculty,166228.27,Assistant Professor
Steven Ortiz,517339377,M,Faculty,166242.59,Professor
Samantha Nelson,023130177,F,Faculty,166271.17,Associate Professor
Jason Nguyen,059987183,M,Faculty,166278.92,Assistant Professor
Angela Thomas,705205230,F,Faculty,166318.03,Professor
Zachary Ortiz,346007821,M,Faculty,166415.95,Associate Professor
Christine Watson,673234875,F,Faculty,166451.05,Professor
Nathan Evans,210930038,M,Faculty,166457.02,Instructor
Laura Ortiz,906684140,F,Faculty,166457.52,Instructor
Emily Watson,145044271,F,Faculty,166517.92,Instructor
Ashley Garcia,648750197,F,Faculty,166543.83,Assistant Professor
Shannon Smith,421466550,F,Faculty,166626.52,Assistant Professor
Kelly Foster,378445053,F,Faculty,166640.16,Associate Professor
Brandon Martinez,175486015,M,Faculty,166798.00,Associate Professor
Erica James,027764702,F,Faculty,166816.06,Instructor
Allison Jones,483949104,F,Faculty,166871.83,Assistant Professor
Kyle Scott,716673648,M,Faculty,166939.03,Associate Professor
Stephanie Campbell,948079809,F,Faculty,166972.70,Professor
Mark Patel,618524666,M,Faculty,167027.59,Assistant Professor
Amy Wright,092567623,F,Faculty,167077.83,Professor
Michelle Ramos,891355205,F,Faculty,167113.48,Professor
Danielle Jones,226310238,F,Faculty,167178.92,Associate Professor
Michelle Walker,531741731,F,Faculty,167243.11,Instructor
Benjamin Thompson,989885607,M,Faculty,167360.08,Instructor
Andrew Johnson,180619388,M,Faculty,167499.56,Instructor
Lindsey Morgan,966460497,F,Faculty,167564.00,Instructor
Stephen Young,354174166,M,Faculty,167584.02,Assistant Professor
Bradley Hill,266099217,M,Faculty,167587.20,Professor
Gregory Cook,719000436,M,Faculty,167738.75,Assistant Professor
Allison Gutierrez,665214510,F,Faculty,167757.95,Assistant Professor
Erica Lewis,753739510,F,Faculty,167788.55,Assistant Professor
Joshua Watson,446241101,M,Faculty,167838.09,Assistant Professor
Scott Robinson,318457927,M,Faculty,167838.56,Assistant Professor
Jamie Carter,889662256,M,Faculty,167916.78,Assistant Professor
Ryan Kim,380244968,M,Faculty,167974.98,Associate Professor
Paul Torres,026149701,M,Faculty,167980.31,Assistant Professor
Andrea Thomas,592354844,F,Faculty,168023.66,Instructor
Cody Green,585164017,M,Faculty,168086.31,Instructor
Tiffany Mendoza,954947696,F,Faculty,168151.70,Instructor
Mary Ramirez,375766792,F,Faculty,168155.23,Instructor
Lindsay Gray,952002075,F,Faculty,168171.02,Associate Professor
Kimberly Hill,057350655,F,Faculty,168201.58,Professor
Bradley Lewis,446466215,M,Faculty,168249.27,Instructor
Sarah Murphy,044831631,F,Faculty,168365.94,Professor
Alexander Wood,224107099,M,Faculty,168413.88,Instructor
Kelly Gray,816135296,F,Faculty,168414.83,Associate Professor
Katie Jimenez,834878537,F,Faculty,168457.39,Assistant Professor
Jennifer Lopez,685216022,F,Faculty,168480.08,Professor
Eric Foster,259823562,M,Faculty,168602.19,Assistant Professor
Christopher Bailey,303334064,M,Faculty,168662.14,Associate Professor
Kelly Mitchell,023879411,F,Faculty,168693.86,Instructor
Heather Green,466189843,F,Faculty,168695.14,Associate Professor
Megan Wilson,971006799,F,Faculty,168725.73,Assistant Professor
John Stewart,291300289,M,Faculty,168740.84,Assistant Professor
Nicole Long,851532887,F,Faculty,168747.92,Professor
Jason Rivera,154906892,M,Faculty,168769.19,Associate Professor
Mark Thompson,019120251,M,Faculty,168769.73,Assistant Professor
Melissa Perez,693680531,F,Faculty,168786.41,Professor
Travis Howard,490745762,M,Faculty,168836.75,Assistant Professor
Kimberly Ramos,194244326,F,Faculty,168862.53,Instructor
Sara Chavez,050560301,F,Faculty,168899.97,Instructor
Crystal Collins,746087393,F,Faculty,168953.66,Associate Professor
Lisa Stewart,916142849,F,Faculty,168970.30,Assistant Professor
Megan Price,143321488,F,Faculty,168979.50,Associate Professor
Sean Cruz,383893301,M,Faculty,169007.86,Associate Professor
Michelle Cruz,624997423,F,Faculty,169019.75,Associate Professor
Timothy Harris,858677601,M,Faculty,169070.59,Professor
Tiffany Anderson,997970877,F,Faculty,169106.33,Professor
Lauren Scott,832775565,F,Faculty,169118.75,Assistant Professor
Sara Williams,299234221,F,Faculty,169177.14,Assistant Professor
Christine Ross,846082967,F,Faculty,169178.92,Instructor
Bryan Gutierrez,517427277,M,Faculty,169193.16,Assistant Professor
Angela Campbell,721069040,F,Faculty,169296.86,Instructor
Jamie Scott,049677621,M,Faculty,169372.38,Professor
Travis Scott,261673037,M,Faculty,169436.36,Instructor
Kimberly Rodriguez,631469028,F,Faculty,169470.34,Professor
Christina Nguyen,436644040,F,Faculty,169529.80,Professor
Alicia Reyes,922496447,F,Faculty,169547.34,Associate Professor
Aaron Sanders,914539144,M,Faculty,169598.98,Professor
Paul Moore,960435407,M,Faculty,169599.14,Professor
Tiffany Turner,103554133,F,Faculty,169612.45,Instructor
Scott Young,712372025,M,Faculty,169612.47,Instructor
Christopher Jones,460755522,M,Faculty,169614.70,Professor
Laura Phillips,381892085,F,Faculty,169644.53,Professor
Nicole Davis,428575848,F,Faculty,169780.08,Associate Professor
Michelle King,981566795,F,Faculty,169804.08,Professor
Daniel Cooper,174675034,M,Faculty,169912.06,Professor
Sean Brown,305281465,M,Faculty,169918.38,Associate Professor
Joseph Cook,461319580,M,Faculty,169938.94,Instructor
Lisa Young,257377671,F,Faculty,170024.22,Professor
Amy Price,385620200,F,Faculty,170025.97,Instructor
Lindsey Adams,252579447,F,Faculty,170077.95,Associate Professor
Katherine Lee,250743687,F,Faculty,170128.06,Instructor
Steven Lewis,273335108,M,Faculty,170165.77,Instructor
Eric Hughes,432819264,M,Faculty,170251.97,Instructor
Matthew Ramirez,544581168,M,Faculty,170253.39,Associate Professor
Lauren Allen,304237418,F,Faculty,170285.31,Instructor
Patrick Moore,672081931,M,Faculty,170294.11,Associate Professor
Dustin Gutierrez,737490304,M,Faculty,170312.77,Associate Professor
Amber White,527480895,F,Faculty,170341.92,Instructor
Crystal Young,171148401,F,Faculty,170502.64,Professor
Andrea Wright,079271915,F,Faculty,170535.67,Professor
Amy White,410285870,F,Faculty,170615.53,Associate Professor
Elizabeth Gomez,414949684,F,Faculty,170650.22,Assistant Professor
Zachary White,505742807,M,Faculty,170686.58,Assistant Professor
Jessica Kim,747922146,F,Faculty,170719.25,Instructor
Angela Morris,395342044,F,Faculty,170749.06,Instructor
Ashley Collins,859966217,F,Faculty,170794.80,Professor
Lindsey Moore,009387974,F,Faculty,170836.19,Instructor
Gregory Flores,057576108,M,Faculty,170889.62,Associate Professor
Tyler Wright,697652484,M,Faculty,170935.03,Assistant Professor
Erica Anderson,118380383,F,Faculty,170958.14,Associate Professor
Jonathan Parker,160555804,M,Faculty,170966.84,Instructor
Brandon Patel,956823142,M,Faculty,170978.89,Instructor
Kyle Parker,430125324,M,Faculty,170979.59,Associate Professor
Jose Cox,904195432,M,Faculty,170981.83,Associate Professor
Sarah Peterson,586235887,F,Faculty,170984.72,Professor
Amber Howard,480565235,F,Faculty,171037.75,Professor
Kyle Brown,176886947,M,Faculty,171059.84,Professor
Kelly Adams,774912622,F,Faculty,171227.16,Professor
Kenneth Adams,375603106,M,Faculty,171236.47,Assistant Professor
Amy Ross,812290277,F,Faculty,171392.08,Assistant Professor
Robert Rivera,148600933,M,Faculty,171497.84,Associate Professor
Rebecca Mitchell,951521042,F,Faculty,171512.11,Assistant Professor
Jesse Smith,492082187,F,Faculty,171714.69,Instructor
Christine Williams,802191848,F,Faculty,171717.28,Instructor
Jonathan Edwards,185700518,M,Faculty,171759.20,Instructor
Nicholas Watson,108079057,M,Faculty,171777.88,Assistant Professor
Jeremy Castillo,260492692,M,Faculty,171797.61,Professor
Alicia Ramos,893250283,F,Faculty,171810.86,Assistant Professor
Christopher Ramos,844408673,M,Faculty,171902.77,Instructor
Benjamin Gray,515788221,M,Faculty,171909.62,Professor
Kelly Cruz,828428587,F,Faculty,171966.19,Associate Professor
Rachel Brooks,079767775,F,Faculty,171995.09,Instructor
Shannon Rodriguez,936136700,F,Faculty,172039.47,Associate Professor
Rachel Price,539547986,F,Faculty,172067.17,Assistant Professor
Eric James,984262672,M,Faculty,172124.98,Instructor
Kristen Green,513870645,F,Faculty,172137.56,Assistant Professor
Dustin Cook,484185508,M,Faculty,172151.19,Professor
Michael Stewart,461070282,M,Faculty,172182.86,Professor
Zachary Mendoza,738393226,M,Faculty,172244.08,Assistant Professor
Courtney Hill,110670779,F,Faculty,172265.25,Assistant Professor
Charles Mitchell,379441823,M,Faculty,172345.72,Associate Professor
Anthony Gomez,327554235,M,Faculty,172348.83,Instructor
Christina Lee,568928919,F,Faculty,172402.94,Assistant Professor
Charles Sanchez,425900952,M,Faculty,172421.94,Instructor
Jamie Taylor,091591076,F,Faculty,172568.27,Associate Professor
William Patel,193321933,M,Faculty,172576.12,Associate Professor
Kimberly Wright,391859311,F,Faculty,172618.58,Associate Professor
Sarah Smith,069023278,F,Faculty,172683.31,Assistant Professor
Crystal Gonzalez,075500982,F,Faculty,172687.94,Assistant Professor
Lindsey Ward,628399995,F,Faculty,172727.61,Assistant Professor
Christopher Morales,335190261,M,Faculty,172749.22,Instructor
Ryan Robinson,764729301,M,Faculty,172796.16,Professor
Emily Walker,490990807,F,Faculty,172839.22,Professor
Joshua Hughes,716212566,M,Faculty,172851.41,Associate Professor
Joseph Jones,851923229,M,Faculty,172924.61,Professor
Robert Williams,498161982,M,Faculty,172942.56,Professor
Benjamin Flores,101899789,M,Faculty,172972.00,Assistant Professor
Angela Gonzalez,142807368,F,Faculty,173026.75,Assistant Professor
Allison Martinez,230293652,F,Faculty,173079.08,Assistant Professor
Kimberly Scott,235560986,F,Faculty,173105.12,Professor
Emily Hughes,979073893,F,Faculty,173148.23,Instructor
Zachary Parker,171283709,M,Faculty,173161.69,Assistant Professor
Jennifer Mendoza,456648036,F,Faculty,173192.02,Assistant Professor
Kevin Phillips,927246705,M,Faculty,173213.47,Professor
Shannon Parker,410368144,F,Faculty,173238.77,Associate Professor
Paul Harris,399211557,M,Faculty,173347.44,Professor
Stephen Turner,359608793,M,Faculty,173361.23,Associate Professor
Travis Patel,331322962,M,Faculty,173362.59,Assistant Professor
Joshua Ramos,616743787,M,Faculty,173382.33,Professor
Heather Ward,569975568,F,Faculty,173456.09,Professor
Ryan Phillips,008000645,M,Faculty,173490.19,Instructor
Christopher Gonzalez,153028370,M,Faculty,173496.08,Professor
Jesse Wright,418832582,F,Faculty,173510.25,Professor
Benjamin Howard,938881077,M,Faculty,173534.23,Professor
Paul Jimenez,110081338,M,Faculty,173540.14,Instructor
Jose Kim,116548158,M,Faculty,173631.33,Assistant Professor
Alicia Thompson,161090198,F,Faculty,173655.14,Associate Professor
Danielle Morris,582023529,F,Faculty,173706.00,Instructor
Katie Ward,308743316,F,Faculty,173767.23,Professor
Patrick Jackson,547438658,M,Faculty,173785.11,Professor
Megan Gonzalez,132232816,F,Faculty,173802.11,Assistant Professor
Tyler Diaz,273416408,M,Faculty,173831.47,Instructor
Allison Alvarez,965297481,F,Faculty,173943.78,Instructor
Gregory Green,876485363,M,Faculty,174001.59,Assistant Professor
Crystal Ramirez,064106465,F,Faculty,174014.86,Assistant Professor
Katie Garcia,750338912,F,Faculty,174061.80,Assistant Professor
Ashley Watson,051276691,F,Faculty,174091.42,Associate Professor
Allison Watson,218234757,F,Faculty,174102.89,Instructor
Jesse Robinson,333026977,M,Faculty,174110.89,Professor
Shannon Castillo,839865930,F,Faculty,174137.66,Assistant Professor
Jamie Sanchez,308112420,F,Faculty,174142.66,Assistant Professor
Kimberly Reyes,706118193,F,Faculty,174205.88,Instructor
Courtney Cooper,275603969,F,Faculty,174226.00,Instructor
Sara Ward,099599036,F,Faculty,174255.67,Instructor
Sara Castillo,837497810,F,Faculty,174280.56,Professor
Christopher Flores,474292623,M,Faculty,174353.31,Associate Professor
William Evans,997248646,M,Faculty,174364.02,Instructor
Joseph Myers,218323006,M,Faculty,174438.31,Assistant Professor
Lindsay Gomez,274953617,F,Faculty,174566.83,Assistant Professor
Andrew Jackson,631704268,M,Faculty,174604.92,Instructor
Bradley Brooks,217499358,M,Faculty,174706.39,Instructor
Danielle Morgan,732911177,F,Faculty,174762.28,Associate Professor
Jose Foster,799366254,M,Faculty,174825.59,Associate Professor
Kimberly Williams,621498488,F,Faculty,174872.36,Instructor
Nicole Murphy,022804585,F,Faculty,174898.53,Instructor
Nicholas Johnson,555015302,M,Faculty,174999.30,Associate Professor
Jonathan Ortiz,990288594,M,Faculty,175019.03,Associate Professor
Jacob Nguyen,612101635,M,Faculty,175107.77,Professor
Sarah Rogers,027956069,F,Faculty,175138.66,Instructor
Christina Adams,817015399,F,Faculty,175185.69,Professor
Crystal Scott,154965270,F,Faculty,175231.08,Professor
Brittany Jackson,946026187,F,Faculty,175353.80,Instructor
Jamie Jackson,336147172,M,Faculty,175368.50,Assistant Professor
Samantha Sanders,507738574,F,Faculty,175445.41,Professor
Stephanie Torres,293873453,F,Faculty,175504.78,Assistant Professor
Erica Brown,382530892,F,Faculty,175540.03,Associate Professor
Michelle Moore,245528546,F,Faculty,175576.62,Assistant Professor
Adam Hughes,133572089,M,Faculty,175615.23,Professor
Adam Anderson,335527879,M,Faculty,175616.38,Associate Professor
Heather Flores,308620381,F,Faculty,175747.03,Professor
Jamie Rivera,841068614,F,Faculty,175800.75,Associate Professor
Jesse Roberts,389524258,F,Faculty,175860.02,Assistant Professor
Anthony Hill,948859975,M,Faculty,175897.45,Professor
Lisa Moore,913033974,F,Faculty,175951.95,Instructor
Katherine Phillips,397126600,F,Faculty,175965.39,Associate Professor
Ashley Carter,474900547,F,Faculty,176172.67,Professor
Tiffany Watson,758907183,F,Faculty,176177.28,Assistant Professor
Bradley Evans,761852457,M,Faculty,176414.16,Professor
Jamie Parker,919663369,F,Faculty,176515.64,Assistant Professor
Emily Peterson,424008211,F,Faculty,176523.92,Professor
William Lewis,756868795,M,Faculty,176549.23,Professor
Bryan Cruz,264947600,M,Faculty,176575.09,Assistant Professor
Richard Gonzalez,082134154,M,Faculty,176582.31,Associate Professor
Jose Myers,068553527,M,Faculty,176620.92,Assistant Professor
Lisa Martinez,362797061,F,Faculty,176698.09,Instructor
Joshua Campbell,528139694,M,Faculty,176699.94,Professor
Elizabeth Richardson,031918474,F,Faculty,176857.33,Professor
Thomas Clark,499194467,M,Faculty,176887.16,Associate Professor
Steven Diaz,591471952,M,Faculty,176935.23,Instructor
Ryan Adams,466031285,M,Faculty,176969.66,Assistant Professor
Andrew Smith,579112478,M,Faculty,176998.64,Professor
Jesse Morales,173351946,M,Faculty,177033.55,Assistant Professor
Zachary Ramirez,964871370,M,Faculty,177056.58,Professor
Bryan Rodriguez,627578034,M,Faculty,177063.12,Associate Professor
Sara Howard,014705606,F,Faculty,177210.38,Instructor
Richard Parker,223250936,M,Faculty,177211.14,Associate Professor
Matthew Parker,966357723,M,Faculty,177231.33,Associate Professor
Ashley Ramirez,935005961,F,Faculty,177286.42,Professor
Zachary Moore,257426061,M,Faculty,177288.23,Assistant Professor
Nathan Bailey,730716260,M,Faculty,177302.72,Assistant Professor
Sarah Sanchez,373202858,F,Faculty,177311.59,Professor
Jacob Sanders,255099980,M,Faculty,177317.52,Assistant Professor
Steven Clark,107880323,M,Faculty,177343.23,Instructor
Erica Lewis,675334108,F,Faculty,177436.62,Associate Professor
Tiffany Clark,981732581,F,Faculty,177441.61,Professor
Melissa Patel,858229995,F,Faculty,177500.12,Associate Professor
Paul Nguyen,012324691,M,Faculty,177632.19,Professor
Kristen Myers,621525796,F,Faculty,177669.47,Assistant Professor
Lindsay Hughes,683990507,F,Faculty,177846.91,Associate Professor
Samantha Turner,149805199,F,Faculty,177848.59,Instructor
Brittany Wright,040090412,F,Faculty,177850.53,Instructor
Crystal Gutierrez,597776626,F,Faculty,177927.94,Professor
Patrick Rodriguez,778877197,M,Faculty,178005.92,Instructor
Andrew Wilson,378268040,M,Faculty,178021.72,Associate Professor
Samuel Diaz,218170467,M,Faculty,178027.98,Instructor
Samantha Morris,432072856,F,Faculty,178116.30,Professor
Brittany Thompson,075198632,F,Faculty,178292.11,Professor
Elizabeth Cook,572160689,F,Faculty,178339.38,Instructor
Christina Lewis,610058850,F,Faculty,178349.08,Associate Professor
Shannon Johnson,699002946,F,Faculty,178377.97,Assistant Professor
Stephen Rogers,072208171,M,Faculty,178393.41,Assistant Professor
Anthony Stewart,970401716,M,Faculty,178419.72,Assistant Professor
Elizabeth Ramirez,969242754,F,Faculty,178422.66,Assistant Professor
Jesse Martin,756753276,M,Faculty,178455.47,Instructor
Jeffrey Young,910258941,M,Faculty,178462.00,Professor
Sean Patel,252383369,M,Faculty,178598.81,Assistant Professor
Jose Hill,194287386,M,Faculty,178623.86,Instructor
Alexander Morris,677247324,M,Faculty,178642.89,Professor
Jamie Lopez,798712511,F,Faculty,178709.31,Professor
Michelle Lewis,822271780,F,Faculty,178714.84,Professor
Aaron Jimenez,394190736,M,Faculty,178758.30,Instructor
Jesse Ramos,808045657,M,Faculty,178792.11,Instructor
Lindsay Myers,706292362,F,Faculty,178794.36,Professor
Amber Nelson,662056964,F,Faculty,178945.12,Instructor
Zachary Stewart,740362748,M,Faculty,178956.67,Instructor
